ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
65485,с.,Сборино,HKV,HKV11,HKV11-16,3,8,6,1901,S,4131
65499,с.,Сборище,SLV,SLV24,SLV24-07,3,5,5,1901,SE,4132
65509,с.,Сваленик,RSE,RSE13,RSE13-12,3,5,3,1901,N,4133
65512,с.,Сватбаре,KRZ,KRZ16,KRZ16-86,3,8,4,1901,S,4134
65526,с.,Свежен,PDV,PDV07,PDV07-10,3,7,6,1901,S,4135
65534,с.,Света Петка,PAZ,PAZ08,PAZ08-14,3,5,8,1901,S,4136
11538,гр.,Свети Влас,BGS,BGS15,BGS15-02,1,4,2,1901,SE,4137
65543,с.,Свети Никола,DOB,DOB17,DOB17-13,3,7,2,1901,NE,4138
87816,с.,Свети Спас,SFO,SFO59,SFO59-00,3,,6,1903,SW,4139
35016,с.,Светлен,KRZ,KRZ14,KRZ14-26,3,8,5,1901,S,4140
65557,с.,Светлен,TGV,TGV24,TGV24-30,3,6,3,1901,NE,4141
65560,с.,Светлина,BGS,BGS06,BGS06-18,3,7,2,1901,SE,4142
65574,с.,Светлина,HKV,HKV09,HKV09-00,3,8,4,1901,S,4143
65588,с.,Светлина,HKV,HKV32,HKV32-00,3,7,4,1901,S,4144
65591,с.,Светля,PER,PER22,PER22-00,3,7,6,1901,SW,4145
65601,с.,Световрачене,SOF,SOF46,SOF46-47,3,4,6,1901,SW,4146
65615,с.,Светослав,SLS,SLS15,SLS15-09,3,8,3,1901,N,4147
65629,с.,Светослав,HKV,HKV30,HKV30-22,3,7,5,1901,S,4148
65632,с.,Светославци,VTR,VTR13,VTR13-00,3,8,5,1901,N,4149
65646,с.,Светулка,KRZ,KRZ02,KRZ02-20,3,7,7,1901,S,4150
65650,с.,Свещари,RAZ,RAZ14,RAZ14-18,3,6,4,1901,N,4151
65663,с.,Свидня,SFO,SFO43,SFO43-29,3,5,7,1901,SW,4152
65677,гр.,Свиленград,HKV,HKV28,HKV28-00,1,2,2,1901,S,4153
65680,с.,Свинарски дол,GAB,GAB05,GAB05-00,3,8,6,1901,N,4154
65704,с.,Свирачи,HKV,HKV11,HKV11-20,3,6,4,1901,S,4155
65721,с.,Свирково,HKV,HKV29,HKV29-06,3,7,3,1901,S,4156
65735,с.,Свирци,GAB,GAB35,GAB35-00,3,8,6,1901,N,4157
65752,с.,Свирчово,TGV,TGV02,TGV02-00,3,8,6,1901,NE,4158
65766,гр.,Свищов,VTR,VTR28,VTR28-00,1,2,2,1901,N,4159
65783,с.,Свобода,BGS,BGS08,BGS08-09,3,6,1,1901,SE,4160
65797,с.,Свобода,KRZ,KRZ21,KRZ21-35,3,7,5,1901,S,4161
65807,с.,Свобода,PAZ,PAZ32,PAZ32-03,3,7,5,1901,S,4162
65810,с.,Свобода,SZR,SZR36,SZR36-11,3,5,4,1901,SE,4163
65824,с.,Свобода,DOB,DOB15,DOB15-53,3,7,3,1901,NE,4164
65838,с.,Свободен,SZR,SZR27,SZR27-17,3,7,3,1901,SE,4165
65841,с.,Свободиново,KRZ,KRZ35,KRZ35-21,3,7,6,1901,S,4166
65855,с.,Свободица,TGV,TGV02,TGV02-00,3,8,5,1901,NE,4167
65869,гр.,Своге,SFO,SFO43,SFO43-00,1,3,6,1901,SW,4168
65872,с.,Своде,SFO,SFO34,SFO34-00,3,8,4,1901,SW,4169
65886,с.,Севар,RAZ,RAZ16,RAZ16-10,3,5,4,1901,N,4170
65890,с.,Севдалина,KRZ,KRZ16,KRZ16-87,3,8,6,1901,S,4171
65906,с.,Северняк,DOB,DOB20,DOB20-13,3,7,3,1901,NE,4172
65913,с.,Северци,DOB,DOB20,DOB20-14,3,7,3,1901,NE,4173
65927,гр.,Севлиево,GAB,GAB29,GAB29-00,1,2,3,1901,N,4174
65930,с.,Седелец,BLG,BLG49,BLG49-00,3,8,7,1901,SW,4175
65944,с.,Седефче,KRZ,KRZ21,KRZ21-20,3,7,5,1901,S,4176
65958,с.,Седларево,SLV,SLV11,SLV11-00,3,8,5,1901,SE,4177
65961,с.,Седлари,KRZ,KRZ21,KRZ21-21,3,7,5,1901,S,4178
70771,с.,Седларци,KRZ,KRZ02,KRZ02-24,3,8,6,1901,S,4179
65975,с.,Седловина,KRZ,KRZ16,KRZ16-31,3,6,4,1901,S,4180
65989,с.,Седянковци,GAB,GAB05,GAB05-00,3,8,6,1901,N,4181
65992,с.,Сейдол,RAZ,RAZ17,RAZ17-21,3,6,5,1901,N,4182
66007,с.,Сейковци,GAB,GAB05,GAB05-00,3,8,6,1901,N,4183
66010,с.,Сеймените,VTR,VTR04,VTR04-00,3,8,6,1901,N,4184
66024,с.,Секирка,KRZ,KRZ14,KRZ14-35,3,8,6,1901,S,4185
66038,с.,Секулово,SLS,SLS10,SLS10-21,3,5,4,1901,N,4186
70723,с.,Селановци,VRC,VRC31,VRC31-06,3,5,2,1901,NW,4187
66041,с.,Селиминово,SLV,SLV20,SLV20-34,3,5,4,1901,SE,4188
66055,с.,Селище,BLG,BLG03,BLG03-20,3,7,6,1901,SW,4189
66069,с.,Селище,SML,SML31,SML31-00,3,8,8,1901,S,4190
70799,с.,Селище,GAB,GAB29,GAB29-00,3,7,5,1901,N,4191
66072,с.,Селищен дол,PER,PER32,PER32-21,3,7,7,1901,SW,4192
66086,с.,Селска поляна,HKV,HKV18,HKV18-10,3,8,5,1901,S,4193
66103,с.,Селце,SZR,SZR22,SZR22-00,3,8,7,1901,SE,4194
66113,с.,Селце,DOB,DOB17,DOB17-14,3,7,3,1901,NE,4195
66127,с.,Селци,PDV,PDV28,PDV28-10,3,7,3,1901,S,4196
66130,с.,Селча,SML,SML09,SML09-11,3,6,8,1901,S,4197
66144,с.,Селянин,SFO,SFO20,SFO20-06,3,8,7,1901,SW,4198
66158,с.,Семерджиево,RSE,RSE27,RSE27-07,3,5,3,1901,N,4199
66161,с.,Семерджиите,GAB,GAB05,GAB05-00,3,8,5,1901,N,4200
66175,с.,Семерци,TGV,TGV02,TGV02-30,3,7,5,1901,NE,4201
66189,с.,Семковци,VTR,VTR04,VTR04-00,3,8,6,1901,N,4202
66202,с.,Семчиново,PAZ,PAZ29,PAZ29-12,3,5,5,1901,S,4203
66216,с.,Сенник,GAB,GAB29,GAB29-25,3,6,5,1901,N,4204
66229,гр.,Сеново,RSE,RSE05,RSE05-08,1,5,3,1901,N,4205
66233,с.,Сеноклас,HKV,HKV18,HKV18-00,3,8,4,1901,S,4206
66247,с.,Сенокос,BLG,BLG44,BLG44-00,3,8,7,1901,SW,4207
66250,с.,Сенокос,DOB,DOB03,DOB03-14,3,6,4,1901,NE,4208
70785,с.,Сенце,KRZ,KRZ21,KRZ21-00,3,8,6,1901,S,4209
66264,гр.,Септември,PAZ,PAZ29,PAZ29-00,1,3,4,1901,S,4210
16184,с.,Септемврийци,MON,MON11,MON11-03,3,5,2,1901,NW,4211
66278,с.,Септемврийци,VID,VID16,VID16-17,3,7,2,1901,NW,4212
66281,с.,Септемврийци,DOB,DOB17,DOB17-15,3,6,2,1901,NE,4213
66295,с.,Сеслав,RAZ,RAZ16,RAZ16-11,3,6,3,1901,N,4214
66319,с.,Сестримо,PAZ,PAZ04,PAZ04-06,3,5,6,1901,S,4215
66336,с.,Сестринско,KRZ,KRZ16,KRZ16-88,3,8,5,1901,S,4216
66344,с.,Сечен камък,GAB,GAB35,GAB35-04,3,8,6,1901,N,4217
66353,с.,Сечище,SHU,SHU22,SHU22-12,3,8,5,1901,NE,4218
66398,с.,Сив кладенец,HKV,HKV11,HKV11-00,3,8,2,1901,S,4219
66370,с.,Сива река,HKV,HKV28,HKV28-11,3,7,3,1901,S,4220
66384,с.,Сивино,SML,SML31,SML31-28,3,7,8,1901,S,4221
66408,с.,Сигмен,BGS,BGS09,BGS09-22,3,7,3,1901,SE,4222
66411,с.,Силен,HKV,HKV30,HKV30-30,3,7,5,1901,S,4223
66425,гр.,Силистра,SLS,SLS31,SLS31-00,1,2,1,1901,N,4224
47278,гр.,Симеоновград,HKV,HKV29,HKV29-00,1,3,3,1901,S,4225
66439,с.,Симеоновец,PAZ,PAZ29,PAZ29-13,3,5,5,1901,S,4226
66456,с.,Симеоново,JAM,JAM25,JAM25-49,3,6,3,1901,SE,4227
66460,гр.,Симитли,BLG,BLG44,BLG44-00,1,3,4,1901,SW,4228
66473,с.,Синаговци,VID,VID09,VID09-28,3,6,2,1901,NW,4229
66487,с.,Синапово,HKV,HKV32,HKV32-13,3,6,3,1901,S,4230
66490,с.,Синдел,VAR,VAR01,VAR01-12,3,5,1,1901,NE,4231
66500,с.,Синделци,KRZ,KRZ21,KRZ21-22,3,7,5,1901,S,4232
66528,с.,Синеморец,BGS,BGS13,BGS13-12,3,6,2,1901,SE,4233
66531,с.,Сини вир,SHU,SHU18,SHU18-10,3,6,5,1901,NE,4234
70737,с.,Сини връх,PDV,PDV01,PDV01-00,3,8,8,1901,S,4235
80296,с.,Сини рид,BGS,BGS18,BGS18-34,3,7,5,1901,SE,4236
66545,с.,Синигер,KRZ,KRZ15,KRZ15-38,3,8,6,1901,S,4237
66559,с.,Синитово,PAZ,PAZ19,PAZ19-25,3,5,3,1901,S,4238
66562,с.,Синчец,KRZ,KRZ02,KRZ02-21,3,8,7,1901,S,4239
66576,с.,Синьо бърдо,VRC,VRC32,VRC32-06,3,7,4,1901,NW,4240
66585,с.,Синьо камене,BGS,BGS06,BGS06-00,3,8,3,1901,SE,4241
66593,с.,Синя вода,RAZ,RAZ17,RAZ17-22,3,5,5,1901,N,4242
66603,с.,Сипей,KRZ,KRZ16,KRZ16-32,3,6,5,1901,S,4243
70809,с.,Сипец,KRZ,KRZ08,KRZ08-32,3,8,6,1901,S,4244
66617,с.,Сираково,VRC,VRC05,VRC05-04,3,7,3,1901,NW,4245
66620,с.,Сираково,DOB,DOB12,DOB12-00,3,8,3,1901,NE,4246
66634,с.,Сираково,HKV,HKV19,HKV19-07,3,7,5,1901,S,4247
66648,с.,Сирищник,PER,PER22,PER22-02,3,7,6,1901,SW,4248
66651,с.,Ситово,PDV,PDV26,PDV26-00,3,8,8,1901,S,4249
66665,с.,Ситово,SLS,SLS32,SLS32-00,3,5,2,1901,N,4250
66679,с.,Ситово,JAM,JAM03,JAM03-00,3,8,5,1901,SE,4251
66682,с.,Скала,BGS,BGS23,BGS23-19,3,8,5,1901,SE,4252
66696,с.,Скала,SLS,SLS10,SLS10-22,3,7,4,1901,N,4253
66706,с.,Скалак,BGS,BGS18,BGS18-26,3,6,3,1901,SE,4254
66716,с.,Скалак,KRZ,KRZ15,KRZ15-64,3,8,5,1901,S,4255
66723,с.,Скалина,KRZ,KRZ08,KRZ08-33,3,8,5,1901,S,4256
66737,с.,Скалица,JAM,JAM25,JAM25-35,3,6,3,1901,SE,4257
66740,с.,Скалище,KRZ,KRZ16,KRZ16-33,3,7,4,1901,S,4258
66754,с.,Скална глава,KRZ,KRZ16,KRZ16-34,3,7,6,1901,S,4259
66768,с.,Скалско,GAB,GAB12,GAB12-00,3,8,5,1901,N,4260
66771,с.,Скандалото,LOV,LOV02,LOV02-00,3,8,5,1901,NW,4261
66785,с.,Склаве,BLG,BLG40,BLG40-37,3,5,3,1901,SW,4262
66799,с.,Скобелево,LOV,LOV18,LOV18-22,3,7,4,1901,NW,4263
66809,с.,Скобелево,PDV,PDV26,PDV26-00,3,8,8,1901,S,4264
66812,с.,Скобелево,SLV,SLV20,SLV20-35,3,7,3,1901,SE,4265
66826,с.,Скобелево,SZR,SZR24,SZR24-09,3,6,6,1901,SE,4266
66831,с.,Скобелево,HKV,HKV09,HKV09-21,3,7,3,1901,S,4267
66843,с.,Скомля,VID,VID16,VID16-00,3,8,4,1901,NW,4268
66857,с.,Скорците,GAB,GAB35,GAB35-00,3,8,6,1901,N,4269
66860,с.,Скравена,SFO,SFO07,SFO07-11,3,5,5,1901,SW,4270
66874,с.,Скребатно,BLG,BLG13,BLG13-13,3,7,7,1901,SW,4271
66888,с.,Скрино,KNL,KNL05,KNL05-00,3,8,6,1901,SW,4272
66891,с.,Скриняно,KNL,KNL29,KNL29-38,3,7,6,1901,SW,4273
66901,с.,Скрът,BLG,BLG33,BLG33-39,3,5,5,1901,SW,4274
66915,с.,Скутаре,PDV,PDV17,PDV17-14,3,5,3,1901,S,4275
66929,с.,Скърбино,KRZ,KRZ16,KRZ16-89,3,7,5,1901,S,4276
66932,с.,Славеево,HKV,HKV11,HKV11-21,3,7,2,1901,S,4277
66946,с.,Славеево,DOB,DOB15,DOB15-54,3,7,4,1901,NE,4278
66963,с.,Славейково,VAR,VAR24,VAR24-17,3,7,3,1901,NE,4279
66977,с.,Славейково,GAB,GAB12,GAB12-00,3,8,5,1901,N,4280
66980,с.,Славейково,JAM,JAM07,JAM07-12,3,8,4,1901,SE,4281
66957,с.,Славейно,SML,SML31,SML31-29,3,6,8,1901,S,4282
67009,с.,Славовица,PAZ,PAZ29,PAZ29-14,3,6,6,1901,S,4283
67012,с.,Славовица,PVN,PVN10,PVN10-13,3,6,2,1901,NW,4284
67043,с.,Славотин,MON,MON29,MON29-17,3,7,4,1901,NW,4285
67057,с.,Славщица,LOV,LOV36,LOV36-00,3,8,5,1901,NW,4286
67060,с.,Славяни,LOV,LOV18,LOV18-23,3,6,4,1901,NW,4287
67074,с.,Славянин,SZR,SZR04,SZR04-00,3,8,5,1901,SE,4288
67088,гр.,Славяново,PVN,PVN24,PVN24-20,1,4,3,1901,NW,4289
67091,с.,Славяново,TGV,TGV24,TGV24-31,3,6,4,1901,NE,4290
67101,с.,Славяново,HKV,HKV33,HKV33-19,3,6,3,1901,S,4291
67115,с.,Славянци,BGS,BGS23,BGS23-19,3,6,4,1901,SE,4292
67129,с.,Сладка вода,VAR,VAR16,VAR16-00,3,8,3,1901,NE,4293
67132,с.,Сладкодум,KRZ,KRZ15,KRZ15-00,3,8,5,1901,S,4294
67146,с.,Сладун,HKV,HKV28,HKV28-12,3,7,3,1901,S,4295
67154,с.,Сладък кладенец,SZR,SZR31,SZR31-00,3,7,2,1901,SE,4296
67163,с.,Слаковци,PER,PER08,PER08-19,3,7,7,1901,SW,4297
67177,с.,Сламино,JAM,JAM25,JAM25-36,3,7,3,1901,SE,4298
67180,с.,Слана бара,VID,VID09,VID09-29,3,6,1,1901,NW,4299
67194,с.,Сланотрън,VID,VID09,VID09-30,3,6,1,1901,NW,4300
67218,с.,Слатина,LOV,LOV18,LOV18-24,3,6,4,1901,NW,4301
67221,с.,Слатина,MON,MON02,MON02-14,3,7,5,1901,NW,4302
67235,с.,Слатина,PDV,PDV13,PDV13-23,3,5,5,1901,S,4303
67249,с.,Слатина,SLS,SLS32,SLS32-10,3,8,2,1901,N,4304
67252,с.,Слатино,KNL,KNL05,KNL05-08,3,6,5,1901,SW,4305
67266,с.,Слатино,PER,PER22,PER22-00,3,8,7,1901,SW,4306
67270,с.,Слащен,BLG,BLG42,BLG42-11,3,5,6,1901,SW,4307
67283,с.,Сливак,SHU,SHU11,SHU11-15,3,7,5,1901,NE,4308
67297,с.,Сливарка,KRZ,KRZ15,KRZ15-39,3,7,5,1901,S,4309
67307,с.,Сливарово,BGS,BGS12,BGS12-00,3,8,5,1901,SE,4310
67310,с.,Сливата,MON,MON24,MON24-12,3,7,2,1901,NW,4311
67324,с.,Сливек,LOV,LOV18,LOV18-00,3,7,4,1901,NW,4312
67338,гр.,Сливен,SLV,SLV20,SLV20-00,1,1,4,1901,SE,4313
70812,с.,Сливенци,DOB,DOB15,DOB15-60,3,7,4,1901,NE,4314
67341,с.,Сливито,SZR,SZR22,SZR22-02,3,8,6,1901,SE,4315
67355,с.,Сливка,SML,SML02,SML02-00,3,8,7,1901,S,4316
67369,с.,Сливница,BLG,BLG28,BLG28-05,3,5,3,1901,SW,4317
67372,гр.,Сливница,SFO,SFO45,SFO45-00,1,3,6,1901,SW,4318
67444,гр.,Сливо поле,RSE,RSE33,RSE33-00,1,4,1,1901,N,4319
67386,с.,Сливовик,MON,MON26,MON26-04,3,7,3,1901,NW,4320
67395,с.,Сливовица,VTR,VTR14,VTR14-00,3,8,4,1901,N,4321
67400,с.,Сливовник,VID,VID01,VID01-00,3,8,4,1901,NW,4322
67413,с.,Сливово,BGS,BGS06,BGS06-00,3,8,4,1901,SE,4323
67427,с.,Сливово,GAB,GAB35,GAB35-00,3,8,6,1901,N,4324
67430,с.,Сливово,SML,SML31,SML31-41,3,8,8,1901,S,4325
67458,с.,Слишовци,PER,PER51,PER51-00,3,8,7,1901,SW,4326
67461,с.,Слокощица,KNL,KNL29,KNL29-39,3,5,6,1901,SW,4327
67475,с.,Сломер,VTR,VTR22,VTR22-17,3,7,3,1901,N,4328
67489,с.,Слънчево,VAR,VAR02,VAR02-21,3,6,3,1901,NE,4329
67492,с.,Слънчовец,TGV,TGV02,TGV02-00,3,8,5,1901,NE,4330
67502,с.,Слънчоглед,KRZ,KRZ08,KRZ08-16,3,7,5,1901,S,4331
67516,с.,Смилец,PAZ,PAZ32,PAZ32-04,3,7,5,1901,S,4332
67526,с.,Смилец,SLS,SLS31,SLS31-14,3,7,1,1901,N,4333
67533,с.,Смиловци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4334
67547,с.,Смилян,SML,SML31,SML31-30,3,5,7,1901,S,4335
67550,с.,Смин,DOB,DOB29,DOB29-00,3,8,2,1901,NE,4336
67564,с.,Смирненски,MON,MON07,MON07-08,3,7,3,1901,NW,4337
67578,с.,Смирненски,RSE,RSE05,RSE05-09,3,5,4,1901,N,4338
67581,с.,Смирненци,HKV,HKV33,HKV33-20,3,7,3,1901,S,4339
67595,с.,Смиров дол,PER,PER19,PER19-00,3,8,7,1901,SW,4340
32603,с.,Смолево,BLG,BLG53,BLG53-04,3,6,7,1901,SW,4341
67619,с.,Смоличано,KNL,KNL31,KNL31-00,3,8,6,1901,SW,4342
72080,с.,Смолник,BGS,BGS09,BGS09-00,3,8,4,1901,SE,4343
67622,с.,Смолница,DOB,DOB15,DOB15-55,3,6,4,1901,NE,4344
67636,с.,Смолско,SFO,SFO56,SFO56-04,3,7,6,1901,SW,4345
67641,с.,Смолча,SFO,SFO09,SFO09-00,3,8,7,1901,SW,4346
67653,гр.,Смолян,SML,SML31,SML31-00,1,2,7,1901,S,4347
67667,с.,Смоляновци,MON,MON29,MON29-18,3,5,5,1901,NW,4348
67670,с.,Смочан,LOV,LOV18,LOV18-26,3,7,3,1901,NW,4349
67698,с.,Смочево,KNL,KNL38,KNL38-04,3,7,6,1901,SW,4350
67708,гр.,Смядово,SHU,SHU25,SHU25-00,1,4,2,1901,NE,4351
67725,с.,Снежа,BGS,BGS18,BGS18-27,3,7,5,1901,SE,4352
67739,с.,Снежина,VAR,VAR24,VAR24-18,3,6,3,1901,NE,4353
67742,с.,Снежинка,KRZ,KRZ16,KRZ16-09,3,8,5,1901,S,4354
67756,с.,Сноп,DOB,DOB12,DOB12-00,3,7,3,1901,NE,4355
67767,с.,Снягово,BGS,BGS18,BGS18-28,3,5,5,1901,SE,4356
67773,с.,Снягово,DOB,DOB12,DOB12-35,3,7,3,1901,NE,4357
67787,с.,Совата,VTR,VTR28,VTR28-12,3,7,1,1901,N,4358
67790,с.,Соволяно,KNL,KNL29,KNL29-40,3,6,6,1901,SW,4359
67800,гр.,Созопол,BGS,BGS21,BGS21-00,1,3,1,1901,SE,4360
67828,с.,Сокол,SLS,SLS07,SLS07-19,3,6,3,1901,N,4361
67831,с.,Сокол,SLV,SLV16,SLV16-26,3,7,4,1901,SE,4362
67845,с.,Соколаре,VRC,VRC08,VRC08-12,3,6,3,1901,NW,4363
67859,с.,Соколарци,SLV,SLV11,SLV11-16,3,6,5,1901,SE,4364
67862,с.,Соколенци,HKV,HKV11,HKV11-16,3,8,5,1901,S,4365
67876,с.,Соколец,BGS,BGS18,BGS18-29,3,7,4,1901,SE,4366
67882,с.,Соколино,KRZ,KRZ21,KRZ21-23,3,5,5,1901,S,4367
67893,с.,Соколите,KRZ,KRZ35,KRZ35-00,3,8,7,1901,S,4368
67903,с.,Соколица,PDV,PDV13,PDV13-24,3,6,5,1901,S,4369
67917,с.,Соколник,DOB,DOB15,DOB15-59,3,8,4,1901,NE,4370
67920,с.,Соколово,BGS,BGS09,BGS09-23,3,7,4,1901,SE,4371
67934,с.,Соколово,GAB,GAB12,GAB12-00,3,8,4,1901,N,4372
67948,с.,Соколово,LOV,LOV18,LOV18-00,3,7,5,1901,NW,4373
67951,с.,Соколово,DOB,DOB03,DOB03-15,3,5,4,1901,NE,4374
67965,с.,Соколовци,SML,SML31,SML31-31,3,7,8,1901,S,4375
67979,с.,Соколско,KRZ,KRZ16,KRZ16-41,3,8,4,1901,S,4376
67982,с.,Соколяне,KRZ,KRZ16,KRZ16-45,3,7,5,1901,S,4377
67996,с.,Солари,GAB,GAB05,GAB05-00,3,8,6,1901,N,4378
68000,с.,Солища,SML,SML31,SML31-00,3,8,8,1901,S,4379
68014,с.,Солище,KRZ,KRZ16,KRZ16-35,3,7,5,1901,S,4380
68028,с.,Солник,VAR,VAR13,VAR13-13,3,7,1,1901,NE,4381
68045,с.,Сомовит,PVN,PVN08,PVN08-10,3,6,2,1901,NW,4382
68059,с.,Сопица,PER,PER08,PER08-00,3,8,7,1901,SW,4383
68062,с.,Сопово,KNL,KNL05,KNL05-00,3,8,5,1901,SW,4384
68076,с.,Сопот,LOV,LOV36,LOV36-10,3,7,5,1901,NW,4385
68080,гр.,Сопот,PDV,PDV43,PDV43-00,1,3,5,1901,S,4386
68093,с.,Сопотот,SML,SML27,SML27-10,3,6,7,1901,S,4387
68117,с.,Сотиря,SLV,SLV20,SLV20-36,3,5,4,1901,SE,4388
68120,с.,Софийци,KRZ,KRZ08,KRZ08-34,3,7,5,1901,S,4389
68134,гр.,София,SOF,SOF46,SOF46-00,1,0,6,1901,SW,4390
68148,с.,Софрониево,VRC,VRC28,VRC28-05,3,5,2,1901,NW,4391
68165,с.,Спанци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4392
68179,с.,Спанчевци,MON,MON12,MON12-06,3,7,5,1901,NW,4393
68182,с.,Спасово,SZR,SZR36,SZR36-12,3,7,4,1901,SE,4394
68196,с.,Спасово,DOB,DOB12,DOB12-36,3,6,3,1901,NE,4395
68210,с.,Спасовци,GAB,GAB05,GAB05-00,3,8,6,1901,N,4396
68223,с.,Спатово,BLG,BLG40,BLG40-38,3,8,3,1901,SW,4397
68237,с.,Спахиево,HKV,HKV19,HKV19-08,3,7,5,1901,S,4398
68240,с.,Сполука,KRZ,KRZ02,KRZ02-19,3,8,8,1901,S,4399
68254,с.,Срацимир,SLS,SLS31,SLS31-15,3,7,2,1901,N,4400
68268,с.,Срацимирово,VID,VID15,VID15-00,3,8,3,1901,NW,4401
68271,с.,Сребриново,PAZ,PAZ20,PAZ20-00,3,8,6,1901,S,4402
68299,с.,Сребърна,SLS,SLS31,SLS31-16,3,6,1,1901,N,4403
17974,гр.,Средец,BGS,BGS06,BGS06-00,1,3,1,1901,SE,4404
68309,с.,Средец,SML,SML18,SML18-13,3,6,6,1901,S,4405
68312,с.,Средец,SZR,SZR23,SZR23-09,3,7,3,1901,SE,4406
68326,с.,Средина,DOB,DOB12,DOB12-00,3,8,3,1901,NE,4407
68336,с.,Срединка,KRZ,KRZ16,KRZ16-90,3,7,5,1901,S,4408
68357,с.,Средище,SLS,SLS15,SLS15-10,3,5,3,1901,N,4409
68388,с.,Средковец,SHU,SHU18,SHU18-11,3,6,4,1901,NE,4410
68401,с.,Средна махала,BGS,BGS18,BGS18-30,3,7,5,1901,SE,4411
68415,с.,Среднево,KRZ,KRZ35,KRZ35-34,3,6,5,1901,S,4412
68429,с.,Средни колиби,VTR,VTR13,VTR13-00,3,8,5,1901,N,4413
68432,с.,Средни рът,VRC,VRC32,VRC32-00,3,8,4,1901,NW,4414
68463,с.,Средно градище,SZR,SZR36,SZR36-13,3,7,5,1901,SE,4415
68480,с.,Средно село,VAR,VAR08,VAR08-00,3,8,4,1901,NE,4416
68494,с.,Средно село,VTR,VTR14,VTR14-10,3,8,6,1901,N,4417
68446,с.,Средногорово,SZR,SZR12,SZR12-14,3,7,5,1901,SE,4418
68451,с.,Средногорци,SML,SML16,SML16-17,3,5,6,1901,S,4419
68504,с.,Средня,SHU,SHU30,SHU30-19,3,7,4,1901,NE,4420
68518,с.,Средогрив,VID,VID37,VID37-06,3,7,4,1901,NW,4421
68521,с.,Средок,SML,SML31,SML31-00,3,8,8,1901,S,4422
68535,с.,Средорек,KNL,KNL50,KNL50-00,3,8,7,1901,SW,4423
68549,с.,Средорек,SLV,SLV20,SLV20-37,3,7,6,1901,SE,4424
68552,с.,Средоселци,RAZ,RAZ14,RAZ14-19,3,7,4,1901,N,4425
68566,с.,Средска,KRZ,KRZ35,KRZ35-00,3,8,6,1901,S,4426
68577,с.,Средско,KRZ,KRZ14,KRZ14-36,3,7,6,1901,S,4427
68583,с.,Срем,HKV,HKV32,HKV32-14,3,6,2,1901,S,4428
68597,с.,Срънско,KRZ,KRZ02,KRZ02-40,3,8,6,1901,S,4429
68607,с.,Ставерци,PVN,PVN10,PVN10-14,3,5,2,1901,NW,4430
68610,с.,Стаевци,DOB,DOB29,DOB29-06,3,8,1,1901,NE,4431
68624,с.,Стайновци,GAB,GAB35,GAB35-00,3,8,6,1901,N,4432
68638,с.,Стайчин дол,SML,SML16,SML16-07,3,8,7,1901,S,4433
68641,с.,Стайчовци,PER,PER51,PER51-00,3,8,7,1901,SW,4434
68655,с.,Стакевци,VID,VID01,VID01-13,3,7,6,1901,NW,4435
68669,с.,Сталево,HKV,HKV09,HKV09-22,3,7,3,1901,S,4436
68672,с.,Сталийска махала,MON,MON24,MON24-07,3,5,2,1901,NW,4437
51980,гр.,Стамболийски,PDV,PDV41,PDV41-00,1,3,3,1901,S,4438
68692,с.,Стамболийски,HKV,HKV34,HKV34-30,3,5,3,1901,S,4439
04830,с.,Стамболово,SFO,SFO20,SFO20-01,3,6,6,1901,SW,4440
68708,с.,Стамболово,VTR,VTR22,VTR22-18,3,6,2,1901,N,4441
68713,с.,Стамболово,RSE,RSE33,RSE33-09,3,6,3,1901,N,4442
68727,с.,Стамболово,HKV,HKV30,HKV30-00,3,5,4,1901,S,4443
68744,с.,Стан,SHU,SHU22,SHU22-13,3,6,3,1901,NE,4444
68758,с.,Станево,MON,MON24,MON24-08,3,7,2,1901,NW,4445
68761,с.,Станец,TGV,TGV22,TGV22-56,3,7,6,1901,NE,4446
68775,с.,Станинци,SFO,SFO09,SFO09-00,3,8,6,1901,SW,4447
68802,с.,Становец,SHU,SHU11,SHU11-00,3,8,5,1901,NE,4448
68816,с.,Станча,GAB,GAB12,GAB12-02,3,8,6,1901,N,4449
68823,с.,Станчов хан,GAB,GAB35,GAB35-00,3,8,5,1901,N,4450
68833,с.,Станьовци,PER,PER08,PER08-00,3,8,7,1901,SW,4451
68847,с.,Станянци,SHU,SHU10,SHU10-12,3,7,5,1901,NE,4452
69122,с.,Стар читак,KRZ,KRZ02,KRZ02-27,3,8,5,1901,S,4453
68850,гр.,Стара Загора,SZR,SZR31,SZR31-00,1,1,4,1901,SE,4454
39699,с.,Стара Кресна,BLG,BLG28,BLG28-00,3,8,6,1901,SW,4455
68864,с.,Стара река,SLV,SLV20,SLV20-38,3,6,5,1901,SE,4456
68878,с.,Стара река,JAM,JAM25,JAM25-37,3,6,3,1901,SE,4457
68881,с.,Стара речка,TGV,TGV02,TGV02-00,3,8,3,1901,NE,4458
68895,с.,Старейшино,KRZ,KRZ14,KRZ14-61,3,8,4,1901,S,4459
68936,с.,Стари чал,KRZ,KRZ15,KRZ15-40,3,8,5,1901,S,4460
68919,с.,Старилковци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4461
